"COD_MUN_IBGE","SIGLA_PARTIDO","DESCRICAO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"291210","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"292665","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"292490","PSD","MASCULINO","SUPERIOR COMPLETO"
"291955","PDT","MASCULINO","SUPERIOR COMPLETO"
"291620","PP","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"292880","PT","MASCULINO","SUPERIOR COMPLETO"
"292480","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"291165","PDT","MASCULINO","SUPERIOR COMPLETO"
"292593","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"292030","PP","FEMININO","SUPERIOR COMPLETO"
"290890","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"290485","PTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"293360","PMDB","MASCULINO","SUPERIOR COMPLETO"
"291370","PPS","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"290100","PT","MASCULINO","SUPERIOR COMPLETO"
"292595","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"290710","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"290750","PT","MASCULINO","SUPERIOR COMPLETO"
"290800","DEM","MASCULINO","SUPERIOR COMPLETO"
"292060","PR","FEMININO","SUPERIOR INCOMPLETO"
"292465","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"290170","PT","MASCULINO","SUPERIOR COMPLETO"
"292390","PSD","FEMININO","SUPERIOR COMPLETO"
"292330","PSL","MASCULINO","ENSINO MÉDIO COMPLETO"
"290115","PSD","FEMININO","SUPERIOR INCOMPLETO"
"290980","PT","MASCULINO","SUPERIOR COMPLETO"
"290395","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"290070","DEM","MASCULINO","SUPERIOR COMPLETO"
"291030","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"312210","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"291110","PRB","MASCULINO","SUPERIOR COMPLETO"
"290225","PP","FEMININO","SUPERIOR INCOMPLETO"
"290830","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"290320","DEM","MASCULINO","SUPERIOR COMPLETO"
"291570","PSL","FEMININO","SUPERIOR COMPLETO"
"290250","PSD","FEMININO","SUPERIOR INCOMPLETO"
"291160","PP","MASCULINO","SUPERIOR COMPLETO"
"310855","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"313090","PMDB","MASCULINO","SUPERIOR COMPLETO"
"291735","PSDB","MASCULINO","SUPERIOR COMPLETO"
"292940","PP","MASCULINO","SUPERIOR COMPLETO"
"291075","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"292010","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"293310","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"291540","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"293220","PSB","FEMININO","ENSINO MÉDIO COMPLETO"
"292220","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"292905","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"310980","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"292525","PMDB","MASCULINO","SUPERIOR COMPLETO"
"293090","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"292420","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"291733","PSD","MASCULINO","SUPERIOR COMPLETO"
"292280","PSD","MASCULINO","SUPERIOR COMPLETO"
"291905","PSD","FEMININO","SUPERIOR COMPLETO"
"293120","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"291450","DEM","MASCULINO","SUPERIOR COMPLETO"
"290880","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"291040","PMDB","MASCULINO","SUPERIOR COMPLETO"
"290490","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"293290","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"231290","PDT","MASCULINO","SUPERIOR COMPLETO"
"231195","PT","MASCULINO","SUPERIOR INCOMPLETO"
"230510","PDT","FEMININO","SUPERIOR COMPLETO"
"230690","PDT","MASCULINO","SUPERIOR COMPLETO"
"231123","PSD","MASCULINO","SUPERIOR COMPLETO"
"230290","PSDB","FEMININO","SUPERIOR COMPLETO"
"230560","PSD","MASCULINO","SUPERIOR COMPLETO"
"231300","PRB","MASCULINO","SUPERIOR COMPLETO"
"231120","PT","FEMININO","SUPERIOR COMPLETO"
"231355","PDT","FEMININO","ENSINO MÉDIO COMPLETO"
"231240","PDT","MASCULINO","SUPERIOR COMPLETO"
"230090","PSD","MASCULINO","SUPERIOR COMPLETO"
"230550","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231260","PR","FEMININO","SUPERIOR INCOMPLETO"
"230200","DEM","MASCULINO","SUPERIOR COMPLETO"
"230320","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231135","PT","FEMININO","SUPERIOR COMPLETO"
"231180","PRB","MASCULINO","SUPERIOR COMPLETO"
"230500","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230990","PDT","MASCULINO","SUPERIOR COMPLETO"
"230520","PDT","FEMININO","ENSINO MÉDIO COMPLETO"
"231370","PT","MASCULINO","SUPERIOR INCOMPLETO"
"230680","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230890","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"231360","PDT","MASCULINO","SUPERIOR COMPLETO"
"292780","PTC","MASCULINO","ENSINO MÉDIO COMPLETO"
"290990","PSC","MASCULINO","SUPERIOR COMPLETO"
"314600","PMDB","MASCULINO","SUPERIOR COMPLETO"
"290810","PR","MASCULINO","SUPERIOR COMPLETO"
"293015","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"231325","PP","MASCULINO","SUPERIOR INCOMPLETO"
"315070","PP","MASCULINO","SUPERIOR COMPLETO"
"293340","PSL","MASCULINO","SUPERIOR COMPLETO"
"316890","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"293350","PRB","MASCULINO","SUPERIOR COMPLETO"
"290840","PT","MASCULINO","SUPERIOR COMPLETO"
"290380","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"315010","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"293030","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"290030","PMDB","MASCULINO","SUPERIOR COMPLETO"
"292160","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"292810","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"292210","PSB","MASCULINO","SUPERIOR COMPLETO"
"293140","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"292275","PSL","MASCULINO","ENSINO MÉDIO COMPLETO"
"290640","DEM","MASCULINO","SUPERIOR COMPLETO"
"291360","PSD","MASCULINO","SUPERIOR COMPLETO"
"292690","PP","MASCULINO","SUPERIOR COMPLETO"
"291730","PMDB","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO"
"290265","PT","FEMININO","ENSINO MÉDIO COMPLETO"
"293000","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"292180","PDT","FEMININO","SUPERIOR COMPLETO"
"230465","PC do B","MASCULINO","LÊ E ESCREVE"
"313950","DEM","MASCULINO","SUPERIOR COMPLETO"
"230030","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230230","PTB","MASCULINO","SUPERIOR COMPLETO"
"230270","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230360","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230390","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"290090","PTN","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"291580","PMDB","MASCULINO","SUPERIOR COMPLETO"
"291400","DEM","MASCULINO","SUPERIOR COMPLETO"
"290420","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"293160","PMDB","MASCULINO","SUPERIOR COMPLETO"
"291830","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"290500","DEM","MASCULINO","SUPERIOR COMPLETO"
"290570","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"293300","PSDB","MASCULINO","SUPERIOR COMPLETO"
"290687","PSD","FEMININO","SUPERIOR COMPLETO"
"291465","PRB","MASCULINO","SUPERIOR INCOMPLETO"
"292925","PP","MASCULINO","SUPERIOR COMPLETO"
"290590","PC do B","MASCULINO","SUPERIOR COMPLETO"
"313020","PMDB","MASCULINO","SUPERIOR COMPLETO"
"291077","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"290755","PSD","MASCULINO","SUPERIOR COMPLETO"
"291770","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"290760","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"290930","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"311600","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"316320","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"291880","PSB","MASCULINO","SUPERIOR COMPLETO"
"291010","PR","MASCULINO","SUPERIOR COMPLETO"
"290410","PSB","MASCULINO","SUPERIOR COMPLETO"
"290870","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"231380","PC do B","MASCULINO","SUPERIOR COMPLETO"
"231010","PROS","MASCULINO","ENSINO MÉDIO COMPLETO"
"230570","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230910","PMN","MASCULINO","SUPERIOR COMPLETO"
"316240","PT","MASCULINO","SUPERIOR INCOMPLETO"
"230620","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230350","PDT","FEMININO","SUPERIOR COMPLETO"
"291680","DEM","MASCULINO","SUPERIOR COMPLETO"
"291780","PSD","MASCULINO","SUPERIOR COMPLETO"
"291240","PSL","MASCULINO","ENSINO MÉDIO COMPLETO"
"292980","PSDB","MASCULINO","SUPERIOR COMPLETO"
"292145","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"291720","PTB","MASCULINO","SUPERIOR COMPLETO"
"292350","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"290130","PSD","MASCULINO","SUPERIOR COMPLETO"
"290050","PSD","MASCULINO","SUPERIOR COMPLETO"
"290160","PSL","MASCULINO","SUPERIOR COMPLETO"
"293105","PC do B","MASCULINO","SUPERIOR COMPLETO"
"292450","PP","MASCULINO","SUPERIOR COMPLETO"
"292300","DEM","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"291440","PSD","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"291270","PSD","MASCULINO","SUPERIOR COMPLETO"
"291710","PSDB","MASCULINO","SUPERIOR COMPLETO"
"292760","PT","MASCULINO","SUPERIOR COMPLETO"
"292040","PSD","MASCULINO","SUPERIOR COMPLETO"
"291185","PSL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"292440","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"293180","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"290682","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"292910","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"290689","PSD","MASCULINO","SUPERIOR COMPLETO"
"290270","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"292370","PT","MASCULINO","SUPERIOR COMPLETO"
"314650","PV","MASCULINO","SUPERIOR COMPLETO"
"290670","PRP","FEMININO","ENSINO MÉDIO COMPLETO"
"292273","PP","MASCULINO","SUPERIOR COMPLETO"
"291890","DEM","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"290530","PR","FEMININO","SUPERIOR COMPLETO"
"290205","PT","FEMININO","SUPERIOR COMPLETO"
"291920","PT","FEMININO","SUPERIOR COMPLETO"
"290910","PR","MASCULINO","SUPERIOR COMPLETO"
"230523","PSDB","MASCULINO","SUPERIOR COMPLETO"
"231080","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230425","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"316470","PTB","MASCULINO","SUPERIOR COMPLETO"
"230837","PR","MASCULINO","SUPERIOR COMPLETO"
"293150","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"293345","PP","FEMININO","SUPERIOR COMPLETO"
"291100","PSB","FEMININO","SUPERIOR COMPLETO"
"292660","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"290510","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"290350","PSD","MASCULINO","SUPERIOR COMPLETO"
"293076","PSD","MASCULINO","SUPERIOR COMPLETO"
"290260","PMDB","MASCULINO","SUPERIOR COMPLETO"
"311580","PSD","MASCULINO","SUPERIOR COMPLETO"
"292430","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"292650","PT","MASCULINO","SUPERIOR COMPLETO"
"290060","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"290970","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"291910","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230835","PSD","MASCULINO","SUPERIOR COMPLETO"
"230655","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230840","PMDB","MASCULINO","SUPERIOR COMPLETO"
"315180","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230725","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"230380","PDT","MASCULINO","SUPERIOR COMPLETO"
"230710","PC do B","MASCULINO","SUPERIOR COMPLETO"
"230125","PT","MASCULINO","SUPERIOR COMPLETO"
"230960","PP","MASCULINO","SUPERIOR COMPLETO"
"231020","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"291820","PRP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"292830","PTC","MASCULINO","ENSINO MÉDIO COMPLETO"
"314430","PSDC","MASCULINO","SUPERIOR COMPLETO"
"292110","PPS","FEMININO","SUPERIOR COMPLETO"
"230395","PSD","MASCULINO","SUPERIOR COMPLETO"
"231400","PMDB","MASCULINO","SUPERIOR COMPLETO"
"231375","PSD","MASCULINO","SUPERIOR COMPLETO"
"313490","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"230730","PTB","MASCULINO","SUPERIOR COMPLETO"
"231040","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231190","PSD","MASCULINO","SUPERIOR COMPLETO"
"230490","PPS","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"230470","PDT","FEMININO","SUPERIOR COMPLETO"
"231390","PDT","MASCULINO","SUPERIOR COMPLETO"
"231310","PSD","MASCULINO","SUPERIOR COMPLETO"
"231350","PSDB","MASCULINO","SUPERIOR COMPLETO"
"310140","PP","MASCULINO","SUPERIOR COMPLETO"
"292620","DEM","MASCULINO","SUPERIOR COMPLETO"
"290035","PSL","MASCULINO","ENSINO MÉDIO COMPLETO"
"291700","PC do B","FEMININO","SUPERIOR COMPLETO"
"291150","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"292890","PP","MASCULINO","SUPERIOR COMPLETO"
"291280","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"291800","PSB","MASCULINO","SUPERIOR COMPLETO"
"293250","PP","MASCULINO","SUPERIOR COMPLETO"
"316950","SD","MASCULINO","SUPERIOR INCOMPLETO"
"293317","PSC","MASCULINO","ENSINO MÉDIO COMPLETO"
"230670","PR","MASCULINO","SUPERIOR COMPLETO"
"230460","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"230010","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"230610","PSD","MASCULINO","SUPERIOR COMPLETO"
"231340","PSD","MASCULINO","SUPERIOR COMPLETO"
"231200","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230075","PDT","MASCULINO","SUPERIOR COMPLETO"
"230060","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231025","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230700","PTN","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"310040","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"230930","PMN","MASCULINO","SUPERIOR COMPLETO"
"230050","PDT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"230760","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230435","PT","MASCULINO","SUPERIOR COMPLETO"
"231030","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"230763","PMDB","FEMININO","SUPERIOR COMPLETO"
"230150","PMDB","MASCULINO","SUPERIOR COMPLETO"
"290475","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"290770","PP","MASCULINO","SUPERIOR INCOMPLETO"
"290240","PP","FEMININO","ENSINO MÉDIO COMPLETO"
"291260","PMDB","MASCULINO","SUPERIOR COMPLETO"
"290200","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"293320","PMDB","MASCULINO","SUPERIOR COMPLETO"
"292200","PDT","MASCULINO","SUPERIOR COMPLETO"
"290660","PSD","MASCULINO","SUPERIOR COMPLETO"
"291875","PMDB","MASCULINO","SUPERIOR COMPLETO"
"290040","DEM","MASCULINO","LÊ E ESCREVE"
"291480","DEM","MASCULINO","LÊ E ESCREVE"
"290310","PSB","MASCULINO","SUPERIOR COMPLETO"
"291650","PSD","MASCULINO","SUPERIOR COMPLETO"
"291090","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"312590","PSDB","MASCULINO","SUPERIOR COMPLETO"
"292990","REDE","MASCULINO","SUPERIOR COMPLETO"
"292580","PT","MASCULINO","SUPERIOR COMPLETO"
"290180","PMDB","MASCULINO","SUPERIOR COMPLETO"
"292970","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"231085","PT","MASCULINO","SUPERIOR COMPLETO"
"230160","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"230440","PDT","MASCULINO","SUPERIOR COMPLETO"
"231230","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"230950","PSD","MASCULINO","SUPERIOR COMPLETO"
"315660","DEM","MASCULINO","SUPERIOR COMPLETO"
"230850","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"230920","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"230070","PSB","FEMININO","SUPERIOR COMPLETO"
"230790","PSD","MASCULINO","SUPERIOR COMPLETO"
"231170","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"290010","PTB","MASCULINO","SUPERIOR COMPLETO"
"293040","PTN","MASCULINO","SUPERIOR COMPLETO"
"291840","PC do B","MASCULINO","SUPERIOR COMPLETO"
"293270","DEM","MASCULINO","SUPERIOR COMPLETO"
"293170","PDT","FEMININO","SUPERIOR INCOMPLETO"
"292800","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"293077","PSD","MASCULINO","SUPERIOR COMPLETO"
"290323","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"316050","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"230980","PV","MASCULINO","SUPERIOR COMPLETO"
"231270","PDT","MASCULINO","SUPERIOR COMPLETO"
"230970","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230140","PR","FEMININO","SUPERIOR COMPLETO"
"230040","PSD","MASCULINO","SUPERIOR COMPLETO"
"230280","PMDB","FEMININO","SUPERIOR COMPLETO"
"230426","PSDB","MASCULINO","SUPERIOR COMPLETO"
"231280","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"316900","PHS","MASCULINO","ENSINO MÉDIO COMPLETO"
"230427","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"230100","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230750","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230870","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231095","PDT","FEMININO","ENSINO MÉDIO COMPLETO"
"230770","PHS","MASCULINO","ENSINO MÉDIO COMPLETO"
"230220","PSD","MASCULINO","SUPERIOR COMPLETO"
"230015","PSD","MASCULINO","SUPERIOR COMPLETO"
"210770","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"210600","PR","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"314700","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210845","PTN","MASCULINO","SUPERIOR COMPLETO"
"230080","SD","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"230860","PDT","MASCULINO","SUPERIOR COMPLETO"
"230533","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230720","PSD","FEMININO","SUPERIOR COMPLETO"
"230195","PT","MASCULINO","SUPERIOR COMPLETO"
"230535","PMDB","MASCULINO","SUPERIOR COMPLETO"
"230660","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230940","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"230580","PC do B","MASCULINO","SUPERIOR COMPLETO"
"314660","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313115","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"316390","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"210990","PSDB","FEMININO","SUPERIOR COMPLETO"
"211230","PSB","MASCULINO","SUPERIOR COMPLETO"
"313850","PMDB","FEMININO","SUPERIOR COMPLETO"
"210190","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210820","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"210090","PSDC","MASCULINO","SUPERIOR COMPLETO"
"230310","PDT","MASCULINO","SUPERIOR COMPLETO"
"230495","PR","MASCULINO","SUPERIOR INCOMPLETO"
"230020","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230130","PR","MASCULINO","SUPERIOR COMPLETO"
"231410","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"231335","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"230428","PEN","MASCULINO","SUPERIOR COMPLETO"
"230110","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313865","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"231160","PHS","MASCULINO","SUPERIOR COMPLETO"
"230393","PEN","MASCULINO","ENSINO MÉDIO COMPLETO"
"210390","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"210312","PSB","MASCULINO","SUPERIOR COMPLETO"
"315737","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"230630","PP","MASCULINO","SUPERIOR COMPLETO"
"230190","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230430","PC do B","MASCULINO","ENSINO MÉDIO COMPLETO"
"313867","PROS","MASCULINO","ENSINO MÉDIO COMPLETO"
"230820","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"231320","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313740","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"230370","PMB","MASCULINO","ENSINO MÉDIO COMPLETO"
"231126","SD","MASCULINO","SUPERIOR COMPLETO"
"231220","PMDB","MASCULINO","SUPERIOR COMPLETO"
"231000","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230880","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230205","PTB","MASCULINO","SUPERIOR COMPLETO"
"230250","PDT","FEMININO","SUPERIOR COMPLETO"
"230420","PP","MASCULINO","SUPERIOR COMPLETO"
"310730","PMDB","FEMININO","SUPERIOR COMPLETO"
"230180","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"231150","PDT","MASCULINO","SUPERIOR COMPLETO"
"231070","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231060","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230900","PC do B","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"230300","PDT","FEMININO","SUPERIOR COMPLETO"
"230400","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230780","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"230810","PDT","MASCULINO","SUPERIOR COMPLETO"
"211270","PC do B","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"311110","PSDB","MASCULINO","SUPERIOR COMPLETO"
"210650","PC do B","FEMININO","SUPERIOR COMPLETO"
"231140","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"231100","PDT","MASCULINO","SUPERIOR COMPLETO"
"231395","PMDB","FEMININO","ENSINO FUNDAMENTAL COMPLETO"
"230530","PR","MASCULINO","SUPERIOR INCOMPLETO"
"230800","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"230640","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230260","PDT","FEMININO","SUPERIOR COMPLETO"
"230340","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"313835","DEM","MASCULINO","SUPERIOR INCOMPLETO"
"230625","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"231210","PSL","FEMININO","ENSINO MÉDIO COMPLETO"
"230170","PR","MASCULINO","SUPERIOR COMPLETO"
"211160","PC do B","MASCULINO","SUPERIOR COMPLETO"
"314140","PSDB","MASCULINO","SUPERIOR COMPLETO"
"230240","PR","FEMININO","SUPERIOR COMPLETO"
"312330","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"230540","PMB","FEMININO","SUPERIOR COMPLETO"
"313810","PDT","MASCULINO","SUPERIOR COMPLETO"
"231250","PDT","MASCULINO","SUPERIOR COMPLETO"
"230740","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"230945","PP","FEMININO","ENSINO MÉDIO COMPLETO"
"230445","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"230526","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"230565","PT","MASCULINO","SUPERIOR COMPLETO"
"230423","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"230450","PP","MASCULINO","SUPERIOR COMPLETO"
"230185","PDT","MASCULINO","SUPERIOR COMPLETO"
"230830","PDT","MASCULINO","SUPERIOR COMPLETO"
"230600","PT","MASCULINO","SUPERIOR COMPLETO"
"230480","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"230590","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"230765","PR","MASCULINO","SUPERIOR COMPLETO"
"230365","PDT","FEMININO","SUPERIOR COMPLETO"
"210580","PT","MASCULINO","SUPERIOR COMPLETO"
"210255","PT","MASCULINO","SUPERIOR COMPLETO"
"312707","PMDB","MASCULINO","SUPERIOR COMPLETO"
"210700","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"310163","PHS","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"210920","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"231050","PRP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"230650","PMDB","MASCULINO","SUPERIOR COMPLETO"
"231130","PT","MASCULINO","SUPERIOR COMPLETO"
"230210","PDT","MASCULINO","SUPERIOR COMPLETO"
"231090","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"231110","PTB","MASCULINO","SUPERIOR INCOMPLETO"
"230120","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"230330","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"313660","PDT","MASCULINO","SUPERIOR COMPLETO"
"231330","PR","MASCULINO","SUPERIOR COMPLETO"
"230410","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"320490","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"320335","PSDB","MASCULINO","SUPERIOR COMPLETO"
"310530","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"320530","PPS","MASCULINO","SUPERIOR COMPLETO"
